record_no,index,seed,fundamental_freq,fundamental_amp,fundamental_phase,overtone_freqs,overtone_amps,overtone_phases,full_tone_adsr,full_tone_hold,full_tone_sustain_hold,chorus_delay,chorus_depth,chorus_rate,chorus_wet_level,filename,vanilla,chorus
4429,2214,13289,2093.004522404789,0.6,1.5707963267948966,"[4186.009044809578, 6279.013567214367, 8372.018089619156, 10465.022612023946, 12558.027134428734]","[0.9500000000000001, 0.45, 0.75, 0.1, 0.30000000000000004]","[3.665191429188092, 1.0471975511965976, 4.1887902047863905, 5.235987755982988, 4.71238898038469]","[1200, 0, 400, 150, 0]",0.4,150,0,0,0,0,VNL_2214_13289_2093.wav,1,0
4430,2214,13289,2093.004522404789,0.6,1.5707963267948966,"[4186.009044809578, 6279.013567214367, 8372.018089619156, 10465.022612023946, 12558.027134428734]","[0.9500000000000001, 0.45, 0.75, 0.1, 0.30000000000000004]","[3.665191429188092, 1.0471975511965976, 4.1887902047863905, 5.235987755982988, 4.71238898038469]","[1200, 0, 400, 150, 0]",0.4,150,10,5,1,0.5,CHR_2214_13289_2093.wav,0,1
4431,2215,13295,932.3275230361799,0.15000000000000002,1.0471975511965976,"[1864.6550460723597, 2796.98256910854, 3729.3100921447194, 4661.637615180899, 5593.96513821708]","[0.35000000000000003, 0.8, 0.15000000000000002, 0.9500000000000001, 0.1]","[2.617993877991494, 4.71238898038469, 1.0471975511965976, 0.5235987755982988, 3.141592653589793]","[400, 0, 200, 150, 1000]",0.4,150,0,0,0,0,VNL_2215_13295_932.wav,1,0
4432,2215,13295,932.3275230361799,0.15000000000000002,1.0471975511965976,"[1864.6550460723597, 2796.98256910854, 3729.3100921447194, 4661.637615180899, 5593.96513821708]","[0.35000000000000003, 0.8, 0.15000000000000002, 0.9500000000000001, 0.1]","[2.617993877991494, 4.71238898038469, 1.0471975511965976, 0.5235987755982988, 3.141592653589793]","[400, 0, 200, 150, 1000]",0.4,150,20,8,2,0.5,CHR_2215_13295_932.wav,0,1
4433,2216,13301,29.13523509488062,0.45000000000000007,5.235987755982988,"[58.27047018976124, 87.40570528464187, 116.54094037952248, 145.6761754744031, 174.81141056928374]","[0.9, 0.2, 0.9500000000000001, 0.05, 0.75]","[4.1887902047863905, 1.5707963267948966, 2.0943951023931953, 1.5707963267948966, 3.141592653589793]","[1500, 20, 100, 20, 0]",0.4,20,0,0,0,0,VNL_2216_13301_29.wav,1,0
4434,2216,13301,29.13523509488062,0.45000000000000007,5.235987755982988,"[58.27047018976124, 87.40570528464187, 116.54094037952248, 145.6761754744031, 174.81141056928374]","[0.9, 0.2, 0.9500000000000001, 0.05, 0.75]","[4.1887902047863905, 1.5707963267948966, 2.0943951023931953, 1.5707963267948966, 3.141592653589793]","[1500, 20, 100, 20, 0]",0.4,20,20,6,3,0.5,CHR_2216_13301_29.wav,0,1
4435,2217,13307,415.3046975799451,0.45000000000000007,2.0943951023931953,"[830.6093951598903, 1245.9140927398353, 1661.2187903197805, 2076.5234878997258, 2491.8281854796705]","[0.7000000000000001, 0.7000000000000001, 0.2, 0.65, 0.5]","[1.0471975511965976, 3.665191429188092, 0.0, 5.759586531581287, 5.759586531581287]","[1500, 20, 0, 0, 400]",0.5,0,0,0,0,0,VNL_2217_13307_415.wav,1,0
4436,2217,13307,415.3046975799451,0.45000000000000007,2.0943951023931953,"[830.6093951598903, 1245.9140927398353, 1661.2187903197805, 2076.5234878997258, 2491.8281854796705]","[0.7000000000000001, 0.7000000000000001, 0.2, 0.65, 0.5]","[1.0471975511965976, 3.665191429188092, 0.0, 5.759586531581287, 5.759586531581287]","[1500, 20, 0, 0, 400]",0.5,0,30,7,4,0.5,CHR_2217_13307_415.wav,0,1
4437,2218,13313,92.4986056779086,0.2,3.665191429188092,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.6000000000000001, 0.7000000000000001, 0.25, 0.2, 0.5]","[3.665191429188092, 5.759586531581287, 0.5235987755982988, 3.665191429188092, 3.141592653589793]","[300, 0, 400, 200, 1000]",0.6,200,0,0,0,0,VNL_2218_13313_92.wav,1,0
4438,2218,13313,92.4986056779086,0.2,3.665191429188092,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.6000000000000001, 0.7000000000000001, 0.25, 0.2, 0.5]","[3.665191429188092, 5.759586531581287, 0.5235987755982988, 3.665191429188092, 3.141592653589793]","[300, 0, 400, 200, 1000]",0.6,200,25,10,3,0.5,CHR_2218_13313_92.wav,0,1
4439,2219,13319,110.0,0.8,1.5707963267948966,"[220.0, 330.0, 440.0, 550.0, 660.0]","[0.9, 0.9, 0.0, 0.45, 0.35000000000000003]","[4.1887902047863905, 4.1887902047863905, 5.759586531581287, 1.5707963267948966, 0.5235987755982988]","[100, 0, 1500, 50, 100]",0.5,50,0,0,0,0,VNL_2219_13319_110.wav,1,0
4440,2219,13319,110.0,0.8,1.5707963267948966,"[220.0, 330.0, 440.0, 550.0, 660.0]","[0.9, 0.9, 0.0, 0.45, 0.35000000000000003]","[4.1887902047863905, 4.1887902047863905, 5.759586531581287, 1.5707963267948966, 0.5235987755982988]","[100, 0, 1500, 50, 100]",0.5,50,4,5,1,0.5,CHR_2219_13319_110.wav,0,1
4441,2220,13325,523.2511306011972,0.45000000000000007,1.5707963267948966,"[1046.5022612023945, 1569.7533918035917, 2093.004522404789, 2616.2556530059865, 3139.5067836071835]","[0.4, 0.55, 0.5, 0.1, 0.05]","[3.665191429188092, 3.665191429188092, 0.0, 4.71238898038469, 4.71238898038469]","[20, 40, 1000, 300, 400]",0.6,300,0,0,0,0,VNL_2220_13325_523.wav,1,0
4442,2220,13325,523.2511306011972,0.45000000000000007,1.5707963267948966,"[1046.5022612023945, 1569.7533918035917, 2093.004522404789, 2616.2556530059865, 3139.5067836071835]","[0.4, 0.55, 0.5, 0.1, 0.05]","[3.665191429188092, 3.665191429188092, 0.0, 4.71238898038469, 4.71238898038469]","[20, 40, 1000, 300, 400]",0.6,300,2,5,1,0.5,CHR_2220_13325_523.wav,0,1
4443,2221,13331,65.40639132514966,0.4,3.141592653589793,"[130.8127826502993, 196.21917397544897, 261.6255653005986, 327.0319566257483, 392.43834795089793]","[0.5, 0.9, 0.75, 0.55, 0.15000000000000002]","[4.71238898038469, 5.235987755982988, 2.617993877991494, 2.617993877991494, 3.141592653589793]","[500, 0, 1000, 300, 200]",0.5,300,0,0,0,0,VNL_2221_13331_65.wav,1,0
4444,2221,13331,65.40639132514966,0.4,3.141592653589793,"[130.8127826502993, 196.21917397544897, 261.6255653005986, 327.0319566257483, 392.43834795089793]","[0.5, 0.9, 0.75, 0.55, 0.15000000000000002]","[4.71238898038469, 5.235987755982988, 2.617993877991494, 2.617993877991494, 3.141592653589793]","[500, 0, 1000, 300, 200]",0.5,300,3,2,4,0.5,CHR_2221_13331_65.wav,0,1
4445,2222,13337,880.0,0.9500000000000001,5.759586531581287,"[1760.0, 2640.0, 3520.0, 4400.0, 5280.0]","[0.05, 0.7000000000000001, 0.25, 0.9, 0.7000000000000001]","[1.5707963267948966, 0.5235987755982988, 0.5235987755982988, 4.71238898038469, 1.0471975511965976]","[1000, 0, 100, 300, 200]",0.4,300,0,0,0,0,VNL_2222_13337_880.wav,1,0
4446,2222,13337,880.0,0.9500000000000001,5.759586531581287,"[1760.0, 2640.0, 3520.0, 4400.0, 5280.0]","[0.05, 0.7000000000000001, 0.25, 0.9, 0.7000000000000001]","[1.5707963267948966, 0.5235987755982988, 0.5235987755982988, 4.71238898038469, 1.0471975511965976]","[1000, 0, 100, 300, 200]",0.4,300,15,8,1,0.5,CHR_2222_13337_880.wav,0,1
4447,2223,13343,34.64782887210901,0.45000000000000007,3.665191429188092,"[69.29565774421802, 103.94348661632702, 138.59131548843604, 173.23914436054505, 207.88697323265404]","[0.15000000000000002, 0.7000000000000001, 0.1, 0.9, 0.5]","[1.5707963267948966, 4.1887902047863905, 2.0943951023931953, 4.1887902047863905, 0.5235987755982988]","[500, 20, 500, 300, 400]",0.6,300,0,0,0,0,VNL_2223_13343_35.wav,1,0
4448,2223,13343,34.64782887210901,0.45000000000000007,3.665191429188092,"[69.29565774421802, 103.94348661632702, 138.59131548843604, 173.23914436054505, 207.88697323265404]","[0.15000000000000002, 0.7000000000000001, 0.1, 0.9, 0.5]","[1.5707963267948966, 4.1887902047863905, 2.0943951023931953, 4.1887902047863905, 0.5235987755982988]","[500, 20, 500, 300, 400]",0.6,300,30,10,2,0.5,CHR_2223_13343_35.wav,0,1
4449,2224,13349,3729.3100921447194,0.8,3.665191429188092,"[7458.620184289439, 11187.93027643416, 14917.240368578878, 18646.550460723596, 22375.86055286832]","[0.2, 0.75, 0.25, 0.1, 0.45]","[3.141592653589793, 4.71238898038469, 3.665191429188092, 2.0943951023931953, 0.5235987755982988]","[1500, 40, 20, 20, 200]",0.8,20,0,0,0,0,VNL_2224_13349_3729.wav,1,0
4450,2224,13349,3729.3100921447194,0.8,3.665191429188092,"[7458.620184289439, 11187.93027643416, 14917.240368578878, 18646.550460723596, 22375.86055286832]","[0.2, 0.75, 0.25, 0.1, 0.45]","[3.141592653589793, 4.71238898038469, 3.665191429188092, 2.0943951023931953, 0.5235987755982988]","[1500, 40, 20, 20, 200]",0.8,20,3,8,2,0.5,CHR_2224_13349_3729.wav,0,1
4451,2225,13355,3322.437580639561,0.30000000000000004,1.5707963267948966,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.45, 0.2, 0.1, 0.0, 0.45]","[4.71238898038469, 4.71238898038469, 4.71238898038469, 3.141592653589793, 4.1887902047863905]","[100, 0, 300, 250, 1000]",0.5,250,0,0,0,0,VNL_2225_13355_3322.wav,1,0
4452,2225,13355,3322.437580639561,0.30000000000000004,1.5707963267948966,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.45, 0.2, 0.1, 0.0, 0.45]","[4.71238898038469, 4.71238898038469, 4.71238898038469, 3.141592653589793, 4.1887902047863905]","[100, 0, 300, 250, 1000]",0.5,250,20,2,2,0.5,CHR_2225_13355_3322.wav,0,1
4453,2226,13361,82.4068892282175,0.45000000000000007,1.5707963267948966,"[164.813778456435, 247.22066768465248, 329.62755691287, 412.03444614108747, 494.44133536930497]","[0.8, 0.05, 0.4, 0.9500000000000001, 0.7000000000000001]","[0.0, 3.141592653589793, 2.617993877991494, 3.665191429188092, 1.5707963267948966]","[400, 20, 20, 50, 1500]",0.4,50,0,0,0,0,VNL_2226_13361_82.wav,1,0
4454,2226,13361,82.4068892282175,0.45000000000000007,1.5707963267948966,"[164.813778456435, 247.22066768465248, 329.62755691287, 412.03444614108747, 494.44133536930497]","[0.8, 0.05, 0.4, 0.9500000000000001, 0.7000000000000001]","[0.0, 3.141592653589793, 2.617993877991494, 3.665191429188092, 1.5707963267948966]","[400, 20, 20, 50, 1500]",0.4,50,2,3,2,0.5,CHR_2226_13361_82.wav,0,1
4455,2227,13367,659.2551138257398,0.25,0.5235987755982988,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.75, 0.6000000000000001, 0.30000000000000004, 0.1, 0.55]","[0.5235987755982988, 0.0, 4.1887902047863905, 0.0, 0.5235987755982988]","[1200, 40, 400, 100, 20]",0.7,100,0,0,0,0,VNL_2227_13367_659.wav,1,0
4456,2227,13367,659.2551138257398,0.25,0.5235987755982988,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.75, 0.6000000000000001, 0.30000000000000004, 0.1, 0.55]","[0.5235987755982988, 0.0, 4.1887902047863905, 0.0, 0.5235987755982988]","[1200, 40, 400, 100, 20]",0.7,100,1,5,3,0.5,CHR_2227_13367_659.wav,0,1
4457,2228,13373,830.6093951598903,0.5,3.665191429188092,"[1661.2187903197805, 2491.8281854796705, 3322.437580639561, 4153.0469757994515, 4983.656370959341]","[0.35000000000000003, 0.4, 0.4, 0.1, 0.25]","[1.5707963267948966, 5.759586531581287, 0.5235987755982988, 5.235987755982988, 2.617993877991494]","[1500, 40, 50, 100, 200]",0.7,100,0,0,0,0,VNL_2228_13373_831.wav,1,0
4458,2228,13373,830.6093951598903,0.5,3.665191429188092,"[1661.2187903197805, 2491.8281854796705, 3322.437580639561, 4153.0469757994515, 4983.656370959341]","[0.35000000000000003, 0.4, 0.4, 0.1, 0.25]","[1.5707963267948966, 5.759586531581287, 0.5235987755982988, 5.235987755982988, 2.617993877991494]","[1500, 40, 50, 100, 200]",0.7,100,30,8,2,0.5,CHR_2228_13373_831.wav,0,1
4459,2229,13379,43.653528929125486,0.5,4.1887902047863905,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.65, 0.9500000000000001, 0.35000000000000003, 0.8500000000000001, 0.75]","[4.1887902047863905, 5.235987755982988, 0.5235987755982988, 2.617993877991494, 5.235987755982988]","[0, 20, 100, 0, 1500]",0.8,0,0,0,0,0,VNL_2229_13379_44.wav,1,0
4460,2229,13379,43.653528929125486,0.5,4.1887902047863905,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.65, 0.9500000000000001, 0.35000000000000003, 0.8500000000000001, 0.75]","[4.1887902047863905, 5.235987755982988, 0.5235987755982988, 2.617993877991494, 5.235987755982988]","[0, 20, 100, 0, 1500]",0.8,0,1,10,4,0.5,CHR_2229_13379_44.wav,0,1
4461,2230,13385,43.653528929125486,0.45000000000000007,4.1887902047863905,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.25, 0.7000000000000001, 0.65, 0.9500000000000001, 0.9500000000000001]","[0.5235987755982988, 3.141592653589793, 0.0, 5.235987755982988, 1.5707963267948966]","[1000, 0, 400, 200, 20]",0.5,200,0,0,0,0,VNL_2230_13385_44.wav,1,0
4462,2230,13385,43.653528929125486,0.45000000000000007,4.1887902047863905,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.25, 0.7000000000000001, 0.65, 0.9500000000000001, 0.9500000000000001]","[0.5235987755982988, 3.141592653589793, 0.0, 5.235987755982988, 1.5707963267948966]","[1000, 0, 400, 200, 20]",0.5,200,15,3,2,0.5,CHR_2230_13385_44.wav,0,1
4463,2231,13391,110.0,0.30000000000000004,1.0471975511965976,"[220.0, 330.0, 440.0, 550.0, 660.0]","[0.05, 0.05, 0.9, 0.4, 0.0]","[0.0, 2.0943951023931953, 4.71238898038469, 0.0, 4.1887902047863905]","[1500, 0, 100, 0, 100]",0.4,0,0,0,0,0,VNL_2231_13391_110.wav,1,0
4464,2231,13391,110.0,0.30000000000000004,1.0471975511965976,"[220.0, 330.0, 440.0, 550.0, 660.0]","[0.05, 0.05, 0.9, 0.4, 0.0]","[0.0, 2.0943951023931953, 4.71238898038469, 0.0, 4.1887902047863905]","[1500, 0, 100, 0, 100]",0.4,0,3,3,3,0.5,CHR_2231_13391_110.wav,0,1
4465,2232,13397,1396.9129257320155,0.9,2.617993877991494,"[2793.825851464031, 4190.738777196047, 5587.651702928062, 6984.564628660078, 8381.477554392093]","[0.8, 0.9, 0.15000000000000002, 0.75, 0.2]","[0.5235987755982988, 0.5235987755982988, 5.759586531581287, 1.0471975511965976, 2.617993877991494]","[1200, 20, 200, 20, 200]",0.4,20,0,0,0,0,VNL_2232_13397_1397.wav,1,0
4466,2232,13397,1396.9129257320155,0.9,2.617993877991494,"[2793.825851464031, 4190.738777196047, 5587.651702928062, 6984.564628660078, 8381.477554392093]","[0.8, 0.9, 0.15000000000000002, 0.75, 0.2]","[0.5235987755982988, 0.5235987755982988, 5.759586531581287, 1.0471975511965976, 2.617993877991494]","[1200, 20, 200, 20, 200]",0.4,20,5,8,4,0.5,CHR_2232_13397_1397.wav,0,1
4467,2233,13403,164.81377845643496,0.8,5.235987755982988,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.55, 0.6000000000000001, 0.8500000000000001, 0.30000000000000004, 0.4]","[0.5235987755982988, 5.759586531581287, 2.0943951023931953, 3.141592653589793, 0.5235987755982988]","[1500, 20, 50, 150, 200]",0.8,150,0,0,0,0,VNL_2233_13403_165.wav,1,0
4468,2233,13403,164.81377845643496,0.8,5.235987755982988,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.55, 0.6000000000000001, 0.8500000000000001, 0.30000000000000004, 0.4]","[0.5235987755982988, 5.759586531581287, 2.0943951023931953, 3.141592653589793, 0.5235987755982988]","[1500, 20, 50, 150, 200]",0.8,150,4,9,3,0.5,CHR_2233_13403_165.wav,0,1
4469,2234,13409,92.4986056779086,0.85,5.759586531581287,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.9500000000000001, 0.75, 0.8500000000000001, 0.2, 0.4]","[5.759586531581287, 0.0, 2.617993877991494, 3.665191429188092, 1.5707963267948966]","[1000, 20, 100, 200, 400]",0.7,200,0,0,0,0,VNL_2234_13409_92.wav,1,0
4470,2234,13409,92.4986056779086,0.85,5.759586531581287,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.9500000000000001, 0.75, 0.8500000000000001, 0.2, 0.4]","[5.759586531581287, 0.0, 2.617993877991494, 3.665191429188092, 1.5707963267948966]","[1000, 20, 100, 200, 400]",0.7,200,25,10,4,0.5,CHR_2234_13409_92.wav,0,1
4471,2235,13415,130.8127826502993,0.1,2.617993877991494,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.25, 0.35000000000000003, 0.35000000000000003, 0.0, 0.30000000000000004]","[1.5707963267948966, 5.759586531581287, 4.1887902047863905, 3.141592653589793, 0.0]","[1000, 0, 400, 250, 300]",0.6,250,0,0,0,0,VNL_2235_13415_131.wav,1,0
4472,2235,13415,130.8127826502993,0.1,2.617993877991494,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.25, 0.35000000000000003, 0.35000000000000003, 0.0, 0.30000000000000004]","[1.5707963267948966, 5.759586531581287, 4.1887902047863905, 3.141592653589793, 0.0]","[1000, 0, 400, 250, 300]",0.6,250,30,2,2,0.5,CHR_2235_13415_131.wav,0,1
4473,2236,13421,116.54094037952248,0.5,2.617993877991494,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.4, 0.0, 0.4, 0.1, 0.8]","[2.0943951023931953, 1.0471975511965976, 2.617993877991494, 1.5707963267948966, 1.5707963267948966]","[400, 20, 50, 200, 1000]",0.6,200,0,0,0,0,VNL_2236_13421_117.wav,1,0
4474,2236,13421,116.54094037952248,0.5,2.617993877991494,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.4, 0.0, 0.4, 0.1, 0.8]","[2.0943951023931953, 1.0471975511965976, 2.617993877991494, 1.5707963267948966, 1.5707963267948966]","[400, 20, 50, 200, 1000]",0.6,200,15,4,1,0.5,CHR_2236_13421_117.wav,0,1
4475,2237,13427,73.41619197935188,0.30000000000000004,0.5235987755982988,"[146.83238395870376, 220.24857593805564, 293.6647679174075, 367.0809598967594, 440.4971518761113]","[0.9, 0.1, 0.8500000000000001, 0.0, 0.5]","[0.0, 2.617993877991494, 5.235987755982988, 4.1887902047863905, 2.617993877991494]","[300, 20, 1000, 250, 300]",0.6,250,0,0,0,0,VNL_2237_13427_73.wav,1,0
4476,2237,13427,73.41619197935188,0.30000000000000004,0.5235987755982988,"[146.83238395870376, 220.24857593805564, 293.6647679174075, 367.0809598967594, 440.4971518761113]","[0.9, 0.1, 0.8500000000000001, 0.0, 0.5]","[0.0, 2.617993877991494, 5.235987755982988, 4.1887902047863905, 2.617993877991494]","[300, 20, 1000, 250, 300]",0.6,250,15,4,2,0.5,CHR_2237_13427_73.wav,0,1
4477,2238,13433,466.1637615180899,0.8,5.235987755982988,"[932.3275230361799, 1398.49128455427, 1864.6550460723597, 2330.8188075904495, 2796.98256910854]","[0.15000000000000002, 0.1, 0.35000000000000003, 0.1, 0.9500000000000001]","[2.0943951023931953, 1.5707963267948966, 1.0471975511965976, 4.1887902047863905, 1.5707963267948966]","[200, 0, 1500, 100, 50]",0.8,100,0,0,0,0,VNL_2238_13433_466.wav,1,0
4478,2238,13433,466.1637615180899,0.8,5.235987755982988,"[932.3275230361799, 1398.49128455427, 1864.6550460723597, 2330.8188075904495, 2796.98256910854]","[0.15000000000000002, 0.1, 0.35000000000000003, 0.1, 0.9500000000000001]","[2.0943951023931953, 1.5707963267948966, 1.0471975511965976, 4.1887902047863905, 1.5707963267948966]","[200, 0, 1500, 100, 50]",0.8,100,4,4,4,0.5,CHR_2238_13433_466.wav,0,1
4479,2239,13439,130.8127826502993,0.35,2.0943951023931953,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.2, 0.5, 0.9500000000000001, 0.5, 0.65]","[5.235987755982988, 0.0, 4.71238898038469, 5.759586531581287, 4.1887902047863905]","[1000, 40, 500, 0, 400]",0.7,0,0,0,0,0,VNL_2239_13439_131.wav,1,0
4480,2239,13439,130.8127826502993,0.35,2.0943951023931953,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.2, 0.5, 0.9500000000000001, 0.5, 0.65]","[5.235987755982988, 0.0, 4.71238898038469, 5.759586531581287, 4.1887902047863905]","[1000, 40, 500, 0, 400]",0.7,0,2,5,2,0.5,CHR_2239_13439_131.wav,0,1
4481,2240,13445,293.6647679174076,0.45000000000000007,5.759586531581287,"[587.3295358348151, 880.9943037522228, 1174.6590716696303, 1468.3238395870378, 1761.9886075044456]","[0.65, 0.65, 0.15000000000000002, 0.9500000000000001, 0.8]","[5.759586531581287, 2.0943951023931953, 4.1887902047863905, 4.71238898038469, 0.5235987755982988]","[200, 0, 100, 0, 1500]",0.6,0,0,0,0,0,VNL_2240_13445_294.wav,1,0
4482,2240,13445,293.6647679174076,0.45000000000000007,5.759586531581287,"[587.3295358348151, 880.9943037522228, 1174.6590716696303, 1468.3238395870378, 1761.9886075044456]","[0.65, 0.65, 0.15000000000000002, 0.9500000000000001, 0.8]","[5.759586531581287, 2.0943951023931953, 4.1887902047863905, 4.71238898038469, 0.5235987755982988]","[200, 0, 100, 0, 1500]",0.6,0,10,6,2,0.5,CHR_2240_13445_294.wav,0,1
4483,2241,13451,4186.009044809578,0.45000000000000007,1.0471975511965976,"[8372.018089619156, 12558.027134428734, 16744.036179238312, 20930.04522404789, 25116.054268857468]","[0.4, 0.8, 0.15000000000000002, 0.9, 0.1]","[4.71238898038469, 3.665191429188092, 0.5235987755982988, 0.0, 0.5235987755982988]","[0, 20, 20, 200, 1500]",0.6,200,0,0,0,0,VNL_2241_13451_4186.wav,1,0
4484,2241,13451,4186.009044809578,0.45000000000000007,1.0471975511965976,"[8372.018089619156, 12558.027134428734, 16744.036179238312, 20930.04522404789, 25116.054268857468]","[0.4, 0.8, 0.15000000000000002, 0.9, 0.1]","[4.71238898038469, 3.665191429188092, 0.5235987755982988, 0.0, 0.5235987755982988]","[0, 20, 20, 200, 1500]",0.6,200,20,10,3,0.5,CHR_2241_13451_4186.wav,0,1
4485,2242,13457,369.9944227116344,0.55,4.71238898038469,"[739.9888454232688, 1109.9832681349033, 1479.9776908465376, 1849.972113558172, 2219.9665362698065]","[0.1, 0.1, 0.15000000000000002, 0.35000000000000003, 0.2]","[4.1887902047863905, 0.0, 1.0471975511965976, 0.0, 3.141592653589793]","[1200, 40, 50, 150, 200]",0.6,150,0,0,0,0,VNL_2242_13457_370.wav,1,0
4486,2242,13457,369.9944227116344,0.55,4.71238898038469,"[739.9888454232688, 1109.9832681349033, 1479.9776908465376, 1849.972113558172, 2219.9665362698065]","[0.1, 0.1, 0.15000000000000002, 0.35000000000000003, 0.2]","[4.1887902047863905, 0.0, 1.0471975511965976, 0.0, 3.141592653589793]","[1200, 40, 50, 150, 200]",0.6,150,4,1,2,0.5,CHR_2242_13457_370.wav,0,1
4487,2243,13463,138.59131548843604,0.1,3.141592653589793,"[277.1826309768721, 415.7739464653081, 554.3652619537442, 692.9565774421802, 831.5478929306162]","[0.15000000000000002, 0.0, 0.30000000000000004, 0.1, 0.05]","[2.0943951023931953, 4.71238898038469, 0.0, 1.0471975511965976, 3.141592653589793]","[200, 40, 1500, 0, 200]",0.6,0,0,0,0,0,VNL_2243_13463_139.wav,1,0
4488,2243,13463,138.59131548843604,0.1,3.141592653589793,"[277.1826309768721, 415.7739464653081, 554.3652619537442, 692.9565774421802, 831.5478929306162]","[0.15000000000000002, 0.0, 0.30000000000000004, 0.1, 0.05]","[2.0943951023931953, 4.71238898038469, 0.0, 1.0471975511965976, 3.141592653589793]","[200, 40, 1500, 0, 200]",0.6,0,5,2,3,0.5,CHR_2243_13463_139.wav,0,1
4489,2244,13469,164.81377845643496,0.15000000000000002,0.5235987755982988,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.65, 0.05, 0.45, 0.8500000000000001, 0.55]","[5.235987755982988, 4.71238898038469, 1.0471975511965976, 0.0, 2.0943951023931953]","[1500, 0, 0, 20, 20]",0.5,20,0,0,0,0,VNL_2244_13469_165.wav,1,0
4490,2244,13469,164.81377845643496,0.15000000000000002,0.5235987755982988,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.65, 0.05, 0.45, 0.8500000000000001, 0.55]","[5.235987755982988, 4.71238898038469, 1.0471975511965976, 0.0, 2.0943951023931953]","[1500, 0, 0, 20, 20]",0.5,20,20,10,1,0.5,CHR_2244_13469_165.wav,0,1
4491,2245,13475,3951.066410048992,0.4,4.71238898038469,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.05, 0.75, 0.6000000000000001, 0.1, 0.5]","[3.141592653589793, 0.0, 4.1887902047863905, 0.5235987755982988, 3.665191429188092]","[50, 40, 1500, 100, 20]",0.8,100,0,0,0,0,VNL_2245_13475_3951.wav,1,0
4492,2245,13475,3951.066410048992,0.4,4.71238898038469,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.05, 0.75, 0.6000000000000001, 0.1, 0.5]","[3.141592653589793, 0.0, 4.1887902047863905, 0.5235987755982988, 3.665191429188092]","[50, 40, 1500, 100, 20]",0.8,100,15,1,3,0.5,CHR_2245_13475_3951.wav,0,1
4493,2246,13481,622.2539674441618,0.1,4.71238898038469,"[1244.5079348883237, 1866.7619023324855, 2489.0158697766474, 3111.269837220809, 3733.523804664971]","[0.6000000000000001, 0.9, 0.7000000000000001, 0.75, 0.8]","[1.5707963267948966, 2.0943951023931953, 1.0471975511965976, 1.0471975511965976, 0.0]","[1200, 40, 100, 200, 200]",0.8,200,0,0,0,0,VNL_2246_13481_622.wav,1,0
4494,2246,13481,622.2539674441618,0.1,4.71238898038469,"[1244.5079348883237, 1866.7619023324855, 2489.0158697766474, 3111.269837220809, 3733.523804664971]","[0.6000000000000001, 0.9, 0.7000000000000001, 0.75, 0.8]","[1.5707963267948966, 2.0943951023931953, 1.0471975511965976, 1.0471975511965976, 0.0]","[1200, 40, 100, 200, 200]",0.8,200,10,2,3,0.5,CHR_2246_13481_622.wav,0,1
